S/N,Category,Intent Type,Question/Article,Answer,1,Digital Club Free Trial,Unnamed: 2,Am I eligible for the 1 month free trial on FairPrice Digital Club?,"All FairPrice online customers who have not been a Digital Club member for the past 6 months are eligible for the 1st-month free trial. To check your eligibility, visit the sign-up page with your registered account.

Eligible customers will be able to see $0.00 on the payment page for their 1st month subscription. "
,,,,,,Direct Fulfilment from Sellers,,"How do I cancel delivery from the seller? 
","Cancellation requests must be submitted to us at least 24 hours prior to the delivery date. Otherwise, there will be a $10 cancellation charge (incl. GST).

For bulk orders, cancellation after the order confirmation is subjected to a surcharge of $30 (incl. GST).

If you have applied promo code to the order, the promo code can be reused after the order is cancelled. Please apply it on a new order before the original expiry date. 
"
,,,,,,Direct Fulfilment from Sellers,,How can I make changes to the delivery order from seller eg. remove items or change delivery slot/time? ,"Due to the logistical arrangements involved, amendments to items or delivery/time slots for Direct Fulfiled Marketplace items will not be allowed. If the items are no longer needed, please cancel the whole delivery from the seller at least 24 hours before the scheduled delivery date to avoid charges. 
"
,,,,,,,,amendments in order from seller,"Due to the logistical arrangements involved, amendments to items or delivery/time slots for Direct Fulfiled Marketplace items will not be allowed. If the items are no longer needed, please cancel the whole delivery from the seller at least 24 hours before the scheduled delivery date to avoid charges. 
"
,,,,,,,,modification in Direct Fulfilment order  ,"Due to the logistical arrangements involved, amendments to items or delivery/time slots for Direct Fulfiled Marketplace items will not be allowed. If the items are no longer needed, please cancel the whole delivery from the seller at least 24 hours before the scheduled delivery date to avoid charges. 
"
,,,,,,Direct Fulfilment from Sellers,,"What happens when I am not home when the delivery person arrives?
","Ninjavan will re-attempt delivery the following 3 business days (up to 3 times) starting from the next day at the same customer delivery slot window.
"
,,,,,,,,will you resend my order if I didn't collect it,"Ninjavan will re-attempt delivery the following 3 business days (up to 3 times) starting from the next day at the same customer delivery slot window.
"
,,,,,,Direct Fulfilment from Sellers,,"The seller canceled my order after I placed it, how do I get a refund?
","We apologise for the order cancellation. You will be notified via email of the order cancellation and rest assured that you will not be charged for unavailable items. When you first place the order, your bank holds the amount until the transaction is completed. This holding amount will not be charged to your card.

The final amount charged will be lesser than the holding amount and in accordance with the final invoice.Kindly note that duration of time for the refund to be processed and credited back into account will depend on each bank.
"
,,,,,,,,When I'll get my payment back after seller cancel my  order,"We apologise for the order cancellation. You will be notified via email of the order cancellation and rest assured that you will not be charged for unavailable items. When you first place the order, your bank holds the amount until the transaction is completed. This holding amount will not be charged to your card.

The final amount charged will be lesser than the holding amount and in accordance with the final invoice.Kindly note that duration of time for the refund to be processed and credited back into account will depend on each bank.
"
,,,,,,,,Didn't receive my money as my seller cancelled the order,"We apologise for the order cancellation. You will be notified via email of the order cancellation and rest assured that you will not be charged for unavailable items. When you first place the order, your bank holds the amount until the transaction is completed. This holding amount will not be charged to your card.

The final amount charged will be lesser than the holding amount and in accordance with the final invoice.Kindly note that duration of time for the refund to be processed and credited back into account will depend on each bank.
"
,,,,,,Substituition,,"What is Substitution, and the items available for substitution?","It is part of our service to provide an alternative in case the item you ordered was not available on the day of your delivery. Once you opt in for this service, we will substitute with an item of similar or better quality in the event that the original item is unavailable at delivery day - at no extra cost!

Substitution is available for selected fruits, vegetables, meats and condiments."
,,,,,,,,What is the process of alternate items if my item is not available?,"It is part of our service to provide an alternative in case the item you ordered was not available on the day of your delivery. Once you opt in for this service, we will substitute with an item of similar or better quality in the event that the original item is unavailable at delivery day - at no extra cost!

Substitution is available for selected fruits, vegetables, meats and condiments."
,,,,,,Substituition,,Will I get substituted a lower price item?,"No, you will not. We will substitute with a similar or better quality item.

"
,,,,,,,,Are alternate items of less price?,"No, you will not. We will substitute with a similar or better quality item.

"
,,,,,,Substituition,,How do i know if the item is substituted?,Substituted items will be marked with a sticker to indicate the change. An email will be sent out indicating the substituted product.
,,,,,,,,is my order got substituted?,Substituted items will be marked with a sticker to indicate the change. An email will be sent out indicating the substituted product.
,,,,,,Substituition,,Do I need to top up the price difference of a higher value item and the substitution service?,"No, we do not charge any additional fees for the item or service."
,,,,,,,,any additional fee for substitution service?,"No, we do not charge any additional fees for the item or service."
,,,,,,,,is there extra charges for substitution service,"No, we do not charge any additional fees for the item or service."
,,,,,,Substituition,,"I'm not satisfied with the substituted item, can I request a refund/exchange?","No, we do not accept refund/exchange for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,,,Didn't like substitution item,"No, we do not accept refund/exchange for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,,,refund for substitution item,"No, we do not accept refund/exchange for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,Substituition,,Will I be able to select items in my order to be substituted or be given an option whether to accept the substituted item?,"We do not offer selections and will not be accepting returns for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,,,is substitution items selective?,"We do not offer selections and will not be accepting returns for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,,,can I choose items to be substituted,"We do not offer selections and will not be accepting returns for substituted products. You may submit your feedback or enquiry via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new"
,,,,,,Orders & Payment,,Why am I not receiving One-Time Password (OTP) for my purchases?,"Every order placed with FairPrice Online will go through a thorough payment security risk scanning. If there is no unusual behaviors detected on your account or transaction, OTP process may be omitted.

FairPrice takes cyber security seriously and has put in place several measures to ensure a high level of security being maintained at all times. Please be assured that the security feature does not compromise any processes nor does it put our customers’ payment at risk."
,,,,,,,,I didn't receive any OTP for my purchase,"Every order placed with FairPrice Online will go through a thorough payment security risk scanning. If there is no unusual behaviors detected on your account or transaction, OTP process may be omitted.

FairPrice takes cyber security seriously and has put in place several measures to ensure a high level of security being maintained at all times. Please be assured that the security feature does not compromise any processes nor does it put our customers’ payment at risk."
,,,,,,,,Where is my OTP?,"Every order placed with FairPrice Online will go through a thorough payment security risk scanning. If there is no unusual behaviors detected on your account or transaction, OTP process may be omitted.

FairPrice takes cyber security seriously and has put in place several measures to ensure a high level of security being maintained at all times. Please be assured that the security feature does not compromise any processes nor does it put our customers’ payment at risk."
,,,,,,,,My OTP is missing,"Every order placed with FairPrice Online will go through a thorough payment security risk scanning. If there is no unusual behaviors detected on your account or transaction, OTP process may be omitted.

FairPrice takes cyber security seriously and has put in place several measures to ensure a high level of security being maintained at all times. Please be assured that the security feature does not compromise any processes nor does it put our customers’ payment at risk."
,,,,,,Orders & Payment,,How do I place an order?,"After you have completed your shopping, confirm that you wish to buy the items in your cart by proceeding to checkout.

Select your preferred service: Home Delivery, then choose a payment method before reviewing and confirming your purchase. An order acknowledgement will be sent to your email."
,,,,,,,,How do I make a purchase?,"After you have completed your shopping, confirm that you wish to buy the items in your cart by proceeding to checkout.

Select your preferred service: Home Delivery, then choose a payment method before reviewing and confirming your purchase. An order acknowledgement will be sent to your email."
,,,,,,,,How to put an order online?,"After you have completed your shopping, confirm that you wish to buy the items in your cart by proceeding to checkout.

Select your preferred service: Home Delivery, then choose a payment method before reviewing and confirming your purchase. An order acknowledgement will be sent to your email."
,,,,,,Orders & Payment,,How do I know if my order is confirmed?,"Once an order is submitted, you'll receive an email acknowledgement. An invoice will be sent to you after the order has been delivered."
,,,,,,,,How do I know if my order was accepted?,"Once an order is submitted, you'll receive an email acknowledgement. An invoice will be sent to you after the order has been delivered."
,,,,,,,,is my order submitted correctly?,"Once an order is submitted, you'll receive an email acknowledgement. An invoice will be sent to you after the order has been delivered."
,,,,,,Orders & Payment,,Can I earn Bonus Points from online purchases?,"We seek your understanding that FairPrice Online does not participate in the loyalty program and thus, Bonus Points are not applicable for online purchases. FairPrice Online operates on a different business model and format from that of our supermarkets. Hence, the mechanism for Bonus Points issuance may differ from our physical stores. However, regardless of the format, we strive to bring value to all our customers.

For more information on the loyalty program, please visit this URL: https://www.fairprice.com.sg/wps/portal/fp/loyaltyprogram"
,,,,,,,,how to get bonus points from online orders?,"We seek your understanding that FairPrice Online does not participate in the loyalty program and thus, Bonus Points are not applicable for online purchases. FairPrice Online operates on a different business model and format from that of our supermarkets. Hence, the mechanism for Bonus Points issuance may differ from our physical stores. However, regardless of the format, we strive to bring value to all our customers.

For more information on the loyalty program, please visit this URL: https://www.fairprice.com.sg/wps/portal/fp/loyaltyprogram"
,,,,,,Orders & Payment,,Orders Service Fee Structure,"While the surge in visits to our online platform has stabilised, the ongoing pandemic continues to place heavy demands on our existing grocery infrastructure.

We have intensified our efforts in allowing more customers to order their groceries online. We invested heavily in upgrading our infrastructure and training about 150 new staff to become skilled pickers and packers. This resulted in an increase of 25% in the number of delivery slots available for online customers. We will continue to hire more staff and also further increase our online capacity, among various other activities.

We adopt a transparent pricing approach - there are no hidden mark-ups on products themselves as we maintain uniform prices with our brick-and-mortar stores. The service fee partially covers only part of the total costs of processing, picking and packing online grocery orders.

Beyond this, a multi-tiered delivery fee structure was also introduced to provide more flexibility for shoppers to vary their basket sizes and optimise savings for their online purchases. This has made shopping online for groceries accessible to more households and complements the current extensive footprint of our brick-and-mortar stores. The multi-tiered delivery fee structure for our online platform is as follows:

 

Order value (SGD)       

Delivery charge (SGD)

$79 and above

Delivery charge waived

Between $59 to $79      

$3.00

Below $59

$5.00"
,,,,,,Orders & Payment,,What are the payment modes available to an Individual User?,"You can pay via credit and debit cards from Visa, MasterCard and American Express."
,,,,,,,,What are different ways I can pay as individual user?,"You can pay via credit and debit cards from Visa, MasterCard and American Express."
,,,,,,Orders & Payment,,Is it safe to use my Credit Card?,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf."
,,,,,,,,frauds for using Credit Card,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf."
,,,,,,,,security concerns regarding use of Credit Card,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf."
,,,,,,Orders & Payment,,An admin fee was charged to my Amex card. What is it for?,"You might have to clarify with your bank. From our understanding, this is what's called a ""verification token."" We'll only charge the actual order amount when your order is invoiced."
,,,,,,,,deduction on my Amex card?,"You might have to clarify with your bank. From our understanding, this is what's called a ""verification token."" We'll only charge the actual order amount when your order is invoiced."
,,,,,,Orders & Payment,,Can I use FairPrice vouchers online?,Sorry. FairPrice vouchers can only be used at our physical stores.
,,,,,,,,Why I can't use Fairprice vouchers online?,Sorry. FairPrice vouchers can only be used at our physical stores.
,,,,,,Orders & Payment,,I'm having payment issues. What can I do?,"To further safeguard your online purchases, our payment partners have introduced an upgraded security patch for the order checkout process.

With this recent security patch, your internet/ browser settings may not be compatible with the new requirements. Please update the settings on your default browser with the following steps:

Internet Explorer

1. From the IE browser, select Tools, and click Internet Options.

2. Under the Advanced tab, scroll to the bottom.

     a. Ensure that all 3 boxes are selected:
Safari

Apple has released Security Update 2014-005 which removed the SSL vulnerability. For instructions on how to download and install this patch, please visit: https://support.apple.com/en-us/HT203107

Once the patch has been installed, no further action is needed.

Mozilla FireFox 

1. Please ensure that you have upgraded to Firefox version 34 or above. This will disable SSL3 as default setting.
2. As an alternative, you can follow the steps below:

   a. After launching the Mozilla browser, enter the text “about:config” in the search or enter address field.
   b. Follow the prompts until “security.tls.version.min” is offered as an option.
   c. The original value for this should be “0”. Please update it to a value of “1”. This will ensure that the TLS 1.0 is the minimum required protocol version

Google Chrome/Chromium (Windows)

1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome/Chromium (Windows)
1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
 a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
 b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome (Mac OS X)
1. Please upgrade to the latest Chrome version 40 or above. This will set the SSL3 as disable by default.
2. To update this manually, please follow the steps below:
a. Open the AppleScript editor found in /Applications/utilities and enter “do shell script ""open '/Applications/Google Chrome.app' --args --ssl-version-min=tls1”. This will ensure the usage of the TLS version 1.0 as a minimum setting.
b. Then save it as an Application, and Add it to the Dock.

Opera
1. Please update your browser to the latest version of Opera (Opera 12). This will disable SSL3 as a default setting.
2. To update the setting manually, please follow the settings below:
a. Press Ctrl + F12.
b. Find and Select “Advanced” tab, and select “Security” on the left menu
c. Find and Select “Security protocols” d. Deselect the “Enable SSL 3” option.

If this issue persists, please contact us here or at 63805858. Thank you.

"
,,,,,,,,Problems with payments,"To further safeguard your online purchases, our payment partners have introduced an upgraded security patch for the order checkout process.

With this recent security patch, your internet/ browser settings may not be compatible with the new requirements. Please update the settings on your default browser with the following steps:

Internet Explorer

1. From the IE browser, select Tools, and click Internet Options.

2. Under the Advanced tab, scroll to the bottom.

     a. Ensure that all 3 boxes are selected:
Safari

Apple has released Security Update 2014-005 which removed the SSL vulnerability. For instructions on how to download and install this patch, please visit: https://support.apple.com/en-us/HT203107

Once the patch has been installed, no further action is needed.

Mozilla FireFox 

1. Please ensure that you have upgraded to Firefox version 34 or above. This will disable SSL3 as default setting.
2. As an alternative, you can follow the steps below:

   a. After launching the Mozilla browser, enter the text “about:config” in the search or enter address field.
   b. Follow the prompts until “security.tls.version.min” is offered as an option.
   c. The original value for this should be “0”. Please update it to a value of “1”. This will ensure that the TLS 1.0 is the minimum required protocol version

Google Chrome/Chromium (Windows)

1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome/Chromium (Windows)
1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
 a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
 b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome (Mac OS X)
1. Please upgrade to the latest Chrome version 40 or above. This will set the SSL3 as disable by default.
2. To update this manually, please follow the steps below:
a. Open the AppleScript editor found in /Applications/utilities and enter “do shell script ""open '/Applications/Google Chrome.app' --args --ssl-version-min=tls1”. This will ensure the usage of the TLS version 1.0 as a minimum setting.
b. Then save it as an Application, and Add it to the Dock.

Opera
1. Please update your browser to the latest version of Opera (Opera 12). This will disable SSL3 as a default setting.
2. To update the setting manually, please follow the settings below:
a. Press Ctrl + F12.
b. Find and Select “Advanced” tab, and select “Security” on the left menu
c. Find and Select “Security protocols” d. Deselect the “Enable SSL 3” option.

If this issue persists, please contact us here or at 63805858. Thank you.

"
,,,,,,,,difficulty in making payments,"To further safeguard your online purchases, our payment partners have introduced an upgraded security patch for the order checkout process.

With this recent security patch, your internet/ browser settings may not be compatible with the new requirements. Please update the settings on your default browser with the following steps:

Internet Explorer

1. From the IE browser, select Tools, and click Internet Options.

2. Under the Advanced tab, scroll to the bottom.

     a. Ensure that all 3 boxes are selected:
Safari

Apple has released Security Update 2014-005 which removed the SSL vulnerability. For instructions on how to download and install this patch, please visit: https://support.apple.com/en-us/HT203107

Once the patch has been installed, no further action is needed.

Mozilla FireFox 

1. Please ensure that you have upgraded to Firefox version 34 or above. This will disable SSL3 as default setting.
2. As an alternative, you can follow the steps below:

   a. After launching the Mozilla browser, enter the text “about:config” in the search or enter address field.
   b. Follow the prompts until “security.tls.version.min” is offered as an option.
   c. The original value for this should be “0”. Please update it to a value of “1”. This will ensure that the TLS 1.0 is the minimum required protocol version

Google Chrome/Chromium (Windows)

1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome/Chromium (Windows)
1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
 a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
 b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome (Mac OS X)
1. Please upgrade to the latest Chrome version 40 or above. This will set the SSL3 as disable by default.
2. To update this manually, please follow the steps below:
a. Open the AppleScript editor found in /Applications/utilities and enter “do shell script ""open '/Applications/Google Chrome.app' --args --ssl-version-min=tls1”. This will ensure the usage of the TLS version 1.0 as a minimum setting.
b. Then save it as an Application, and Add it to the Dock.

Opera
1. Please update your browser to the latest version of Opera (Opera 12). This will disable SSL3 as a default setting.
2. To update the setting manually, please follow the settings below:
a. Press Ctrl + F12.
b. Find and Select “Advanced” tab, and select “Security” on the left menu
c. Find and Select “Security protocols” d. Deselect the “Enable SSL 3” option.

If this issue persists, please contact us here or at 63805858. Thank you.

"
,,,,,,Orders & Payment,,Why do I see a charge on my credit card when I haven't yet received the order?,"The moment you have entered the OTP or completed the checkout, you are authorizing the bank to allow us to put an authorization ""hold"" on your credit card for the order amount. However, the amount will not be charged to your card until the order has been invoiced.

"
,,,,,,,,deduction on my Credit Card before order delivery,"The moment you have entered the OTP or completed the checkout, you are authorizing the bank to allow us to put an authorization ""hold"" on your credit card for the order amount. However, the amount will not be charged to your card until the order has been invoiced.

"
,,,,,,Orders & Payment,,Why is there an amount discrepancy between my order confirmation email and the e-invoice?,"Occasionally, there are adjustments due to product substitutions, daily price changes, availability, special prices, mislabeling or mispricing.

FairPrice Online reserves the right to adjust the final bill even after the order confirmation email has been sent to you. The final invoice (or e-invoice) will be sent to you on the delivery date itself and these adjustments are final.

Please rest assured that order adjustments are made only when necessary."
,,,,,,,,Difference between confirmation email and e-invoice,"Occasionally, there are adjustments due to product substitutions, daily price changes, availability, special prices, mislabeling or mispricing.

FairPrice Online reserves the right to adjust the final bill even after the order confirmation email has been sent to you. The final invoice (or e-invoice) will be sent to you on the delivery date itself and these adjustments are final.

Please rest assured that order adjustments are made only when necessary."
,,,,,,Orders & Payment,,Will all the items be delivered according to my order?,We will notify you via email or SMS should an ordered item be out of stock. We'll fulfil the rest of the order and deliver it at your selected timeslot. You will not be charged for items that are not available. 
,,,,,,,,sending of all items in my order,We will notify you via email or SMS should an ordered item be out of stock. We'll fulfil the rest of the order and deliver it at your selected timeslot. You will not be charged for items that are not available. 
,,,,,,Orders & Payment,,How many items must be ordered to qualify as a bulk purchase and what are the charges?,An order with more than 600 items purchased qualifies as a bulk order. Please note that a delivery fee of $26.75 (incl. GST) and a cancellation charge of $30 (incl. GST) apply for bulk orders.
,,,,,,,,"I bought a lot of things, am I eligible for bulk purchase?",An order with more than 600 items purchased qualifies as a bulk order. Please note that a delivery fee of $26.75 (incl. GST) and a cancellation charge of $30 (incl. GST) apply for bulk orders.
,,,,,,,,What is bulk purchase? and it's fee,An order with more than 600 items purchased qualifies as a bulk order. Please note that a delivery fee of $26.75 (incl. GST) and a cancellation charge of $30 (incl. GST) apply for bulk orders.
,,,,,,Delivery,,How will the items be passed to me?,"With effect from 1 April 2020, contactless delivery will be in place to safeguard everyone's well-being.

Drivers will remain 1m away from you at all times and will place items at your doorstep. For your safety, please refrain from checking the items on the spot. Please reach out to Customer Service via the web form given below if there are issues with your order.
https://help.fairprice.com.sg/hc/en-us/requests/new

"
,,,,,,,,What is process of handing over items on delivery?,"With effect from 1 April 2020, contactless delivery will be in place to safeguard everyone's well-being.

Drivers will remain 1m away from you at all times and will place items at your doorstep. For your safety, please refrain from checking the items on the spot. Please reach out to Customer Service via the web form given below if there are issues with your order.
https://help.fairprice.com.sg/hc/en-us/requests/new

"
,,,,,,,,I want contactless delivery due to social distancing,"With effect from 1 April 2020, contactless delivery will be in place to safeguard everyone's well-being.

Drivers will remain 1m away from you at all times and will place items at your doorstep. For your safety, please refrain from checking the items on the spot. Please reach out to Customer Service via the web form given below if there are issues with your order.
https://help.fairprice.com.sg/hc/en-us/requests/new

"
,,,,,,Delivery,,Why are my groceries not in plastic bags?,"With the effect from 4th November 2020, FairPrice Online is joining the green movement by reducing the number of plastic bags used in your orders.

These items will remain bagged for hygiene and safety concerns:

- Fresh items (e.g. Eggs/bread/fruits)

- Chilled items (e.g. Vegs/meats)

- Frozen items (e.g. Ice cream, processed food)

- Chemical/liquid agents (e.g. Floor cleaners, liquid detergents)

- Glass bottles

Other groceries apart from the above will not be bagged.

"
,,,,,,,,I thought my groceries will be in plastic bag,"With the effect from 4th November 2020, FairPrice Online is joining the green movement by reducing the number of plastic bags used in your orders.

These items will remain bagged for hygiene and safety concerns:

- Fresh items (e.g. Eggs/bread/fruits)

- Chilled items (e.g. Vegs/meats)

- Frozen items (e.g. Ice cream, processed food)

- Chemical/liquid agents (e.g. Floor cleaners, liquid detergents)

- Glass bottles

Other groceries apart from the above will not be bagged.

"
,,,,,,,,No Plastic Bags for my groceries,"With the effect from 4th November 2020, FairPrice Online is joining the green movement by reducing the number of plastic bags used in your orders.

These items will remain bagged for hygiene and safety concerns:

- Fresh items (e.g. Eggs/bread/fruits)

- Chilled items (e.g. Vegs/meats)

- Frozen items (e.g. Ice cream, processed food)

- Chemical/liquid agents (e.g. Floor cleaners, liquid detergents)

- Glass bottles

Other groceries apart from the above will not be bagged.

"
,,,,,,Delivery,,I can't rush back in time. Can your driver leave the items outside my door?,"Yes. Your order can be left outside your door if there are no chilled and frozen items.

After placing an order, please use the web form given below to indicate your request in the delivery instructions.
https://help.fairprice.com.sg/hc/en-us/requests/new

For all unsuccessful deliveries and with the authorisation to leave outside the unit, items will be bagged and left at your doorstep.

We appreciate your understanding that FairPrice Online cannot be held responsible for any missing items."
,,,,,,,,Place my items outside my door,"Yes. Your order can be left outside your door if there are no chilled and frozen items.

After placing an order, please use the web form given below to indicate your request in the delivery instructions.
https://help.fairprice.com.sg/hc/en-us/requests/new

For all unsuccessful deliveries and with the authorisation to leave outside the unit, items will be bagged and left at your doorstep.

We appreciate your understanding that FairPrice Online cannot be held responsible for any missing items."
,,,,,,,,Drop my items at my doorstep,"Yes. Your order can be left outside your door if there are no chilled and frozen items.

After placing an order, please use the web form given below to indicate your request in the delivery instructions.
https://help.fairprice.com.sg/hc/en-us/requests/new

For all unsuccessful deliveries and with the authorisation to leave outside the unit, items will be bagged and left at your doorstep.

We appreciate your understanding that FairPrice Online cannot be held responsible for any missing items."
,,,,,,Delivery,,How will the items be passed to me? Why am I no longer required to sign off for my order?,"With effect from 1 April 2020, contactless delivery will be in place to safeguard everyone's safety.
*Your items will be brought back to the warehouse if there is no response. 

**Please reach out to Customer Service via the web form given below if there are issues with your order.
https://help.fairprice.com.sg/hc/en-us/requests/new
"
,,,,,,Delivery,,What are the available delivery dates and timings?,"You can choose delivery dates up to 4 working days from the order date subjected to availability. Deliveries are available from Monday to Sunday, from 8:00 am to 10:00 pm.

Delivery timeslots are subject to availability, and are in 2-hour slots as follows:

8am to 10am

10am to 12pm

12pm to 2pm

2pm to 4pm

4pm to 6pm

6pm to 8pm

8pm to 10pm"
,,,,,,,,What time you guys will deliver ,"You can choose delivery dates up to 4 working days from the order date subjected to availability. Deliveries are available from Monday to Sunday, from 8:00 am to 10:00 pm.

Delivery timeslots are subject to availability, and are in 2-hour slots as follows:

8am to 10am

10am to 12pm

12pm to 2pm

2pm to 4pm

4pm to 6pm

6pm to 8pm

8pm to 10pm"
,,,,,,,,When the driver will come to drop my items?,"You can choose delivery dates up to 4 working days from the order date subjected to availability. Deliveries are available from Monday to Sunday, from 8:00 am to 10:00 pm.

Delivery timeslots are subject to availability, and are in 2-hour slots as follows:

8am to 10am

10am to 12pm

12pm to 2pm

2pm to 4pm

4pm to 6pm

6pm to 8pm

8pm to 10pm"
,,,,,,Delivery,,What is the expected shelf life of the products delivered to me?,"Where applicable, items have a minimum of one-month shelf life before expiry. This excludes fresh produce, bread, eggs, chilled drinks, chilled dairy and clearance products."
,,,,,,,,When the products will expire,"Where applicable, items have a minimum of one-month shelf life before expiry. This excludes fresh produce, bread, eggs, chilled drinks, chilled dairy and clearance products."
,,,,,,,,How long can I keep the products at home.,"Where applicable, items have a minimum of one-month shelf life before expiry. This excludes fresh produce, bread, eggs, chilled drinks, chilled dairy and clearance products."
,,,,,,,,How long Products will last before getting spoiled or rotten,"Where applicable, items have a minimum of one-month shelf life before expiry. This excludes fresh produce, bread, eggs, chilled drinks, chilled dairy and clearance products."
,,,,,,Delivery,,Which areas do you deliver to?,"Our Home Delivery service is available only on the main island of Singapore.

We deliver to offices islandwide, including those within the Central Business District (CBD). Take note that during event road closures, delivery to offices in the area will not be available.

Jurong Island deliveries are only available to Business Users, and not to Individual account holders."
,,,,,,,,can you deliver in my neighborhood,"Our Home Delivery service is available only on the main island of Singapore.

We deliver to offices islandwide, including those within the Central Business District (CBD). Take note that during event road closures, delivery to offices in the area will not be available.

Jurong Island deliveries are only available to Business Users, and not to Individual account holders."
,,,,,,Delivery,,What are the delivery charges?,"Our delivery charges are as follows:

Order Value (SGD)

 Delivery Charge (SGD)

$79 and above

 Delivery charge waived**   

Between $59 to $79*

  $3.00

Below $59

  $5.00

Where order has more than 600 items      

   $26.75

 At times, you may also see a fee attached to a certain delivery time slot during peak periods. 

*Excluding delivery charges. Charges are inclusive of GST and calculated after discounts.

 

**We have lowered our online free delivery minimum spend to $59 from now till 31 December! Click here for the full details.

"
,,,,,,,,How much is the delivery fee?,"Our delivery charges are as follows:

Order Value (SGD)

 Delivery Charge (SGD)

$79 and above

 Delivery charge waived**   

Between $59 to $79*

  $3.00

Below $59

  $5.00

Where order has more than 600 items      

   $26.75

 At times, you may also see a fee attached to a certain delivery time slot during peak periods. 

*Excluding delivery charges. Charges are inclusive of GST and calculated after discounts.

 

**We have lowered our online free delivery minimum spend to $59 from now till 31 December! Click here for the full details.

"
,,,,,,,,How much I have to pay for delivery?,"Our delivery charges are as follows:

Order Value (SGD)

 Delivery Charge (SGD)

$79 and above

 Delivery charge waived**   

Between $59 to $79*

  $3.00

Below $59

  $5.00

Where order has more than 600 items      

   $26.75

 At times, you may also see a fee attached to a certain delivery time slot during peak periods. 

*Excluding delivery charges. Charges are inclusive of GST and calculated after discounts.

 

**We have lowered our online free delivery minimum spend to $59 from now till 31 December! Click here for the full details.

"
,,,,,,Delivery,,"I received an email that some items are not available. As I have paid via credit card, how will refund be made for unavailable items?","We apologise for the order amendment. 

Rest assured that you will not be charged for unavailable items. When you first placed the order, your bank holds the amount until the transaction is completed. This holding amount will not be charged to your card.

The final amount charged will be lesser than the holding amount and in accordance to the final invoice."
,,,,,,,,email regarding items out of stock and I paid through credit card,"We apologise for the order amendment. 

Rest assured that you will not be charged for unavailable items. When you first placed the order, your bank holds the amount until the transaction is completed. This holding amount will not be charged to your card.

The final amount charged will be lesser than the holding amount and in accordance to the final invoice."
,,,,,,Delivery,,What should I do if I missed my delivery?,"To arrange for another delivery, please reach out to Customer Service via the web form.

Please note that there will be an additional delivery charge of $7 (inclusive of GST) imposed for normal orders and $30 (inclusive of GST) imposed for bulk orders for the next delivery attempt."
